recipe_id,title,ingredients
688,مخلمه,mt-tomatopaste|mt-blackpepper|mt-corianderseeds|mt-liquidoil|mt-eggs|mt-salt|mt-bellpepper|mt-potato|mt-onion|mt-turmeric|mt-mincedmeat
689,خوراک گوشت با سس باربیکیو,mt-blackpepper|mt-salt|mt-liquidoil|mt-freshginger|mt-scallion|mt-mutton|mt-barbecuesauce
690,سیب زمینی و بادام زمینی,mt-liquidoil|mt-peanut|mt-coriander|mt-water|mt-corianderseeds|mt-salt|mt-potato|mt-blackcumin
691,پوره سیب زمینی با اسفناج,mt-blackpepper|mt-cowmilk|mt-korea|mt-salt|mt-spinach|mt-cream|mt-potato|mt-water
692,گراتن بادمجان و مرغ,mt-korea|mt-cowmilk|mt-corianderseeds|mt-blackpepper|mt-onion|mt-chickenbreastmeat|mt-eggplant|mt-salt|mt-blackpepper|mt-mozzarellacheese|mt-whiteflour|mt-salt|mt-thyme|mt-jafari|mt-turmeric|mt-mushrooms
693,گراتن پاستا,mt-blackpepper|mt-coriander|mt-cowmilk|mt-jafari|mt-whiteflour|mt-korea|mt-salt|mt-thyme|mt-liquidoil|mt-mushrooms|mt-salt|mt-mozzarellacheese|mt-formipasta
694,گراتن سیب زمینی و مرغ,mt-blackpepper|mt-potato|mt-chickenbreastmeat|mt-cowmilk|mt-mushrooms|mt-salt|mt-salt|mt-onion|mt-whiteflour|mt-thyme|mt-mozzarellacheese|mt-bellpepper|mt-corianderseeds|mt-turmeric|mt-blackpepper|mt-korea
695,گراتن گوشت و قارچ,mt-blackpepper|mt-turmeric|mt-garlic|mt-salt|mt-mincedmeat|mt-salt|mt-tomatopaste|mt-thyme|mt-scallion|mt-korea|mt-whiteflour|mt-blackpepper|mt-onion|mt-corn|mt-thyme|mt-mushrooms|mt-liquidoil|mt-cowmilk|mt-bellpepper|mt-mozzarellacheese|mt-potato
696,پاستا مرغ و ذرت,mt-paprika|mt-water|mt-salt|mt-chickenbreastmeat|mt-mayonnaise|mt-salt|mt-liquidoil|mt-frenchsauce|mt-garlic|mt-jafari|mt-oliveoil|mt-corn|mt-pasta|mt-garlicpowder|mt-ketchup|mt-smokedsauce|mt-oreganoororegano|mt-blackpepper
697,پاستا مرغ گریل,mt-bellpepper|mt-salt|mt-blackpepper|mt-blackpepper|mt-soysauce|mt-onion|mt-chickenbreastmeat|mt-pasta|mt-turmeric|mt-tomatopaste|mt-liquidoil|mt-garlicpowder|mt-water|mt-thyme|mt-liquidoil|mt-salt|mt-garlic|mt-salt
698,پاستا مرغ پرتقالی,mt-salt|mt-salt|mt-blackpepper|mt-water|mt-bellpepper|mt-orangejuice|mt-pasta|mt-cream|mt-liquidoil|mt-liquidoil|mt-soysauce|mt-onion|mt-chickenbreastmeat
699,پاستا گوشت و قارچ خامه‌ای,mt-salt|mt-nutmeg|mt-garlic|mt-thyme|mt-water|mt-cream|mt-mushrooms|mt-onion|mt-mincedmeat|mt-pasta|mt-liquidoil|mt-blackpepper|mt-salt|mt-jafari
700,پاستا قارچ و گوشت,mt-onion|mt-liquidoil|mt-salt|mt-water|mt-basil|mt-tomatoes|mt-blackpepper|mt-tomatopaste|mt-sugar|mt-garlic|mt-liquidoil|mt-salt|mt-mincedmeat|mt-pasta|mt-mushrooms
701,پاستا با سس قارچ و بادام زمینی,mt-onion|mt-cream|mt-thyme|mt-blackpepper|mt-peanut|mt-mushrooms|mt-chickenextract|mt-water|mt-garlic|mt-liquidoil|mt-salt|mt-whiteflour|mt-water|mt-salt|mt-mozzarellacheese|mt-pasta
702,پاستا هویج و کرفس,mt-onion|mt-blackpepper|mt-carrot|mt-liquidoil|mt-chickenextract|mt-salt|mt-digger|mt-celery|mt-cream|mt-whiteflour|mt-garlic|mt-pasta
703,پاستا زیتون و گوجه,mt-salt|mt-olive|mt-water|mt-liquidoil|mt-tomatopaste|mt-salt|mt-garlic|mt-tomatoes|mt-pasta|mt-liquidoil|mt-blackpepper
704,پاستا بادمجان,mt-mozzarellacheese|mt-liquidoil|mt-blackpepper|mt-greensquash|mt-bellpepper|mt-water|mt-liquidoil|mt-tomatopaste|mt-salt|mt-salt|mt-pasta|mt-garlic|mt-eggplant
705,پاستا گوجه و سیر,mt-cream|mt-driedtarragon|mt-liquidoil|mt-garlic|mt-onion|mt-salt|mt-thyme|mt-tomatoes|mt-blackpepper|mt-water|mt-liquidoil|mt-salt|mt-tomatopaste|mt-pasta
706,پاستا با سس گوجه فرنگی,mt-tomatopaste|mt-blackpepper|mt-water|mt-salt|mt-redpepper|mt-pasta|mt-liquidoil|mt-vinegar|mt-sugar|mt-salt|mt-onion|mt-basil|mt-tomatoes|mt-tarragon|mt-liquidoil|mt-garlic
707,دمی ادویه,mt-redpepper|mt-water|mt-salt|mt-liquidoil|mt-rice|mt-grahammasala|mt-spicygreenpepper|mt-garlic|mt-turmeric|mt-onion
708,دمی تخم مرغ,mt-blackcumin|mt-push|mt-onion|mt-clove|mt-greenpepper|mt-cinnamon|mt-saffron|mt-rice|mt-corianderseeds|mt-salt|mt-liquidoil|mt-eggs
709,دمی قارچ,mt-grahammasala|mt-garlic|mt-cuminseeds|mt-onion|mt-salt|mt-water|mt-mushrooms|mt-liquidoil|mt-rice
710,دمی نخود سبز و هویج و زیره,mt-carrot|mt-salt|mt-peas|mt-garlic|mt-rice|mt-onion|mt-tomatoes|mt-blackcumin|mt-jafari
711,رشته پلو با مرغ,mt-chickenbreastmeat|mt-push|mt-blackpepper|mt-cinnamon|mt-almondslice|mt-raisins|mt-onion|mt-saffron|mt-rice|mt-golab|mt-salt|mt-turmeric|mt-liquidoil|mt-ploystring
712,زرد پلو,mt-salt|mt-water|mt-turmeric|mt-rice|mt-clove|mt-cinnamon|mt-liquidoil|mt-smellleaf
713,قنبر پلو شیرازی با گوشت,mt-onion|mt-pomegranatepaste|mt-water|mt-breadcrumbflour|mt-rice|mt-blackpepper|mt-salt|mt-datesyrup|mt-raisins|mt-walnut|mt-turmeric|mt-mincedmeat
714,املت پیاز,mt-eggs|mt-liquidoil|mt-onion|mt-blackpepper|mt-whiteflour|mt-salt
715,سوپ قارچ,mt-chickenextract|mt-cowmilk|mt-whiteflour|mt-salt|mt-thyme|mt-mushrooms|mt-jafari|mt-whitepepper|mt-korea|mt-cream|mt-onion
716,خورش میگو,mt-garlic|mt-potato|mt-blackpepper|mt-omanilemon(amani)|mt-tomatoes|mt-salt|mt-onion|mt-liquidoil|mt-indiansour|mt-water|mt-shrimp|mt-turmeric|mt-coriander
717,قیمه بوشهری,mt-beef|mt-potato|mt-liquidoil|mt-onion|mt-blackpepper|mt-water|mt-lemonjuice|mt-salt|mt-tomatopaste|mt-cotyledons|mt-blackcumin
718,خورش اسفناج,mt-mutton|mt-sourgrapejuice|mt-water|mt-liquidoil|mt-onion|mt-sugar|mt-spinach|mt-salt
719,خورش گردو اسفناج,mt-turmeric|mt-walnut|mt-spinach|mt-liquidoil|mt-sourgrapejuice|mt-onion|mt-water|mt-salt|mt-pomegranatepaste|mt-mutton
720,خورش گردو,mt-onion|mt-salt|mt-beef|mt-water|mt-turmeric|mt-liquidoil|mt-pomegranatepaste|mt-walnut
721,واداپ,mt-water|mt-blackpepper|mt-onion|mt-Baluchi-Chicken-Spice|mt-salt|mt-chickenmeat|mt-tomatoes|mt-liquidoil
722,آبکی یا آبکی قاتق,mt-chickenmeat|mt-water|mt-liquidoil|mt-salt|mt-Special-Vegetables|mt-garlic|mt-blackpepper|mt-sourorangejuice
723,خورش چخرتمه یا چغرتمه,mt-water|mt-salt|mt-onion|mt-blackpepper|mt-chickenmeat|mt-tomatopaste|mt-liquidoil|mt-lemonjuice|mt-eggs
724,خورش مالاوابیج,mt-turmeric|mt-blackpepper|mt-tomatopaste|mt-liquidoil|mt-pomegranatepaste|mt-salt|mt-water|mt-chickenbreastmeat|mt-onion
725,سبزی فسنجان,mt-tomatoes|mt-onion|mt-eggplant|mt-Special-Vegetables|mt-blackpepper|mt-walnut|mt-garlic|mt-pomegranatepaste|mt-salt|mt-chickenmeat|mt-liquidoil|mt-water
726,خورش کدو قرمز,mt-beef|mt-squash|mt-blackpepper|mt-salt|mt-tomatoes|mt-tomatopaste|mt-water|mt-indiansour|mt-turmeric|mt-garlic|mt-onion|mt-cotyledons|mt-sugar|mt-liquidoil
727,خورش قیمه آلو,mt-salt|mt-sourgrapejuice|mt-plumbukhara|mt-liquidoil|mt-onion|mt-omanilemon(amani)|mt-tomatopaste|mt-water|mt-turmeric|mt-cinnamon|mt-cotyledons|mt-mutton|mt-potato
728,خورش آلو سمنان,mt-potato|mt-salt|mt-tomatopaste|mt-blackpepper|mt-sourgrapejuice|mt-cotyledons|mt-plumbukhara|mt-onion|mt-turmeric|mt-liquidoil|mt-sugar|mt-water|mt-mutton
729,خورش گردو با کدو,mt-pomegranatepaste|mt-beef|mt-salt|mt-turmeric|mt-blackpepper|mt-liquidoil|mt-onion|mt-water|mt-squash|mt-walnut|mt-sugar|mt-tomatopaste|mt-sourgrapejuice
730,خورش گزر,mt-cinnamon|mt-beef|mt-turmeric|mt-carrot|mt-onion|mt-cotyledons|mt-water|mt-blackpepper|mt-saffron|mt-sourgrapejuice|mt-liquidoil|mt-sugar|mt-salt
731,خورش آلو مسما,mt-qiesi|mt-turmeric|mt-blackpepper|mt-liquidoil|mt-onion|mt-sugar|mt-salt|mt-water|mt-tomatopaste|mt-chickenmeat
732,خورش آلو و گردو سمنان,mt-sourgrapejuice|mt-sugar|mt-pomegranatepaste|mt-walnut|mt-liquidoil|mt-plumbukhara|mt-salt|mt-onion|mt-water|mt-beef|mt-turmeric
733,خورش پسته دامغان,mt-liquidoil|mt-salt|mt-blackpepper|mt-sourgrapejuice|mt-turmeric|mt-korea|mt-onion|mt-beef|mt-water|mt-sugar|mt-pistachio
734,سوتی پلو,mt-cowmilk|mt-salt|mt-rice|mt-liquidoil|mt-water|mt-walnut|mt-qiesi|mt-raisins|mt-saffron
735,خورش قیمه سیب زمینی,mt-beef|mt-potato|mt-tomatopaste|mt-cinnamon|mt-liquidoil|mt-saffron|mt-turmeric|mt-golab|mt-cotyledons|mt-omanilemon(amani)|mt-salt|mt-blackpepper|mt-push|mt-onion
736,سیر قلیه,mt-blackpepper|mt-turmeric|mt-garlicleaf|mt-liquidoil|mt-garlic|mt-chickenmeat|mt-salt
737,سیرشوید,mt-garlic|mt-salt|mt-blackpepper|mt-water|mt-onion|mt-bean|mt-drieddill|mt-eggs|mt-turmeric|mt-beef|mt-liquidoil
738,شوید قرمه,mt-greentomato(plum)|mt-salt|mt-korea|mt-chickenmeat|mt-digger|mt-water|mt-onion|mt-whiteflour|mt-liquidoil|mt-blackpepper|mt-sugar
739,ادویه پلو,mt-onion|mt-salt|mt-chickenmeat|mt-turmeric|mt-korea|mt-korea|mt-water|mt-saffron|mt-peloispice|mt-rice|mt-blackpepper|mt-liquidoil
740,شیرین قرمه,mt-turmeric|mt-qiesi|mt-sugar|mt-water|mt-salt|mt-raisins|mt-onion|mt-beef|mt-blackpepper|mt-liquidoil
741,شیش انداز,mt-pomegranatepaste|mt-Paste-of-Plum|mt-turmeric|mt-water|mt-eggplant|mt-angelica|mt-liquidoil|mt-tomatopaste|mt-onion|mt-walnut|mt-salt
742,طلا کوله غورابه,mt-walnut|mt-turmeric|mt-onion|mt-liquidoil|mt-eggs|mt-chickenmeat|mt-water|mt-sourgrapejuice|mt-salt|mt-Special-Vegetables|mt-blackpepper
743,غوره مسما,mt-blackpepper|mt-chickenmeat|mt-onion|mt-liquidoil|mt-salt|mt-ghoreh|mt-saffron|mt-water|mt-tomatopaste
744,گمج کباب,mt-walnut|mt-blackpepper|mt-pomegranatejuice|mt-beef|mt-Special-Vegetables|mt-salt
745,مرغ فسنجان یا مرغ لاکو,mt-salt|mt-pomegranatepaste|mt-water|mt-turmeric|mt-blackpepper|mt-chickenmeat|mt-liquidoil|mt-walnut
746,خورش کنگر چهارمحال بختیاری,mt-onion|mt-beef|mt-salt|mt-qaraqrut|mt-liquidoil|mt-blackpepper|mt-artichoke|mt-water|mt-turmeric
747,خورش به آلو قزوین,mt-water|mt-turmeric|mt-liquidoil|mt-plum|mt-beef|mt-salt|mt-blackpepper|mt-onion|mt-push|mt-to|mt-golab
748,خورش کنگر کردستان,mt-salt|mt-turmeric|mt-beef|mt-blackpepper|mt-artichoke|mt-tomatopaste|mt-liquidoil|mt-water|mt-onion
749,خورش به آلو کرمان,mt-lemonjuice|mt-turmeric|mt-onion|mt-to|mt-plumbukhara|mt-beef|mt-water|mt-blackpepper|mt-liquidoil|mt-sugar|mt-salt
750,خورش کدو کرمان,mt-turmeric|mt-lemon|mt-saffron|mt-salt|mt-sugar|mt-blackpepper|mt-liquidoil|mt-onion|mt-water|mt-beef|mt-greensquash
751,ماش پتی,mt-mungbean|mt-spinach|mt-squash|mt-turmeric|mt-garlic|mt-water|mt-to|mt-sourorangejuice|mt-blackpepper|mt-salt|mt-liquidoil
752,اناربیج,mt-mincedmeat|mt-driedmint|mt-turmeric|mt-blackpepper|mt-pomegranatepaste|mt-onion|mt-liquidoil|mt-Special-Vegetables|mt-whiteflour|mt-water|mt-walnut|mt-salt
753,ترش تره,mt-liquidoil|mt-salt|mt-eggs|mt-blackpepper|mt-riceflour|mt-turmeric|mt-garlic|mt-sourorangejuice|mt-Special-Vegetables|mt-water
754,عدس پلو مجلسی,mt-saffron|mt-korea|mt-onion|mt-water|mt-liquidoil|mt-raisins|mt-lentils|mt-rice|mt-mincedbeef
755,ته بوریان,mt-turmeric|mt-whiteflour|mt-onion|mt-salt|mt-liquidoil|mt-eggs|mt-water|mt-tomatoes|mt-chickenmeat|mt-eggplant|mt-sourorangejuice|mt-blackpepper
756,جوجه پریده,mt-liquidoil|mt-eggplant|mt-blackpepper|mt-sourgrapejuice|mt-water|mt-salt|mt-Special-Vegetables
757,خورش آلو گیلان,mt-chickenmeat|mt-salt|mt-liquidoil|mt-water|mt-blackpepper|mt-onion|mt-turmeric|mt-sourorangejuice|mt-qiesi|mt-plumbukhara
758,خورش غورآویج,mt-turmeric|mt-salt|mt-blackpepper|mt-ghoreh|mt-onion|mt-mincedmeat|mt-liquidoil|mt-water|mt-driedmint|mt-Special-Vegetables
759,شوید خولی یا شوید خالی,mt-liquidoil|mt-jafari|mt-digger|mt-blackpepper|mt-coriander|mt-greentomato(plum)|mt-eggs|mt-water|mt-salt|mt-onion|mt-turmeric|mt-chickenmeat
760,موتنجن,mt-sugar|mt-cinnamon|mt-salt|mt-liquidoil|mt-qiesi|mt-water|mt-raisins|mt-walnut|mt-chickenmeat|mt-blackpepper|mt-pomegranatepaste
761,میرزا قاسمی,mt-salt|mt-eggplant|mt-blackpepper|mt-turmeric|mt-liquidoil|mt-garlic|mt-tomatoes|mt-eggs
762,واویشکا,mt-liquidoil|mt-tomatoes|mt-onion|mt-turmeric|mt-mincedmeat|mt-water|mt-blackpepper|mt-salt
763,خورش قلیه ترش,mt-beef|mt-Stewed-Spice|mt-pomegranatejuice|mt-pomegranatepaste|mt-salt|mt-potato|mt-onion|mt-turmeric|mt-blackpepper|mt-water|mt-liquidoil
764,خورش کنگر لرستان,mt-blackpepper|mt-driedmint|mt-cotyledons|mt-artichoke|mt-turmeric|mt-salt|mt-beef|mt-water|mt-onion|mt-lemonjuice|mt-liquidoil
765,خورش به لرستان,mt-saffron|mt-cinnamon|mt-korea|mt-liquidoil|mt-cotyledons|mt-vinegar|mt-to|mt-beef|mt-onion|mt-tomatopaste|mt-blackpepper|mt-water|mt-grapejuice|mt-salt
766,حاج خورش,mt-potato|mt-onion|mt-garlicpowder|mt-beef|mt-blackpepper|mt-salt|mt-liquidoil|mt-water|mt-tomatopaste|mt-tomatoes|mt-turmeric|mt-whitebeans
767,خورش کردی,mt-blackpepper|mt-torre|mt-tomatopaste|mt-water|mt-liquidoil|mt-fenugreek|mt-turmeric|mt-potato|mt-beef|mt-whitebeans|mt-salt|mt-onion|mt-tomatoes
768,خورش ریواس,mt-turmeric|mt-onion|mt-salt|mt-water|mt-beef|mt-sugar|mt-liquidoil|mt-blackpepper|mt-jafari|mt-mint
769,بوریتو صبحانه,mt-blackpepper|mt-lavashbread|mt-thyme|mt-salt|mt-eggs|mt-ham|mt-korea|mt-tomatoes
770,فندق قاتق,mt-pomegranatepaste|mt-hazelnut|mt-water|mt-whiteflour|mt-salt|mt-chickenmeat|mt-liquidoil|mt-turmeric|mt-eggplant|mt-tomatopaste|mt-angelica|mt-blackpepper
771,خورش قیمه یزدی,mt-omanilemon(amani)|mt-cinnamon|mt-pea|mt-blackpepper|mt-onion|mt-push|mt-salt|mt-liquidoil|mt-turmeric|mt-water|mt-beef
772,فسنجان باقلا,mt-water|mt-onion|mt-liquidoil|mt-eggplant|mt-salt|mt-blackpepper|mt-walnut|mt-pomegranatepaste|mt-bean
773,آوریز یا آبریز,mt-onion|mt-beef|mt-nardon|mt-turmeric|mt-blackpepper|mt-liquidoil|mt-salt|mt-pomegranatepaste|mt-water
774,خورش کدو حلوایی سمنان,mt-cotyledons|mt-sourgrapejuice|mt-blackpepper|mt-cinnamon|mt-turmeric|mt-water|mt-onion|mt-liquidoil|mt-salt|mt-squash|mt-sugar|mt-beef
775,کاتغ ماهی,mt-turmeric|mt-liquidoil|mt-water|mt-tomatopaste|mt-blackpepper|mt-garlic|mt-coriander|mt-Fish-Spice|mt-fishfillet|mt-fenugreek|mt-salt|mt-tomatoes|mt-onion
776,خورش کرک بپرس,mt-salt|mt-nardon|mt-blackpepper|mt-tomatopaste|mt-liquidoil|mt-onion|mt-water|mt-eggplant|mt-eggs
777,مرغ ترش گیلان,mt-chickenmeat|mt-eggs|mt-blackpepper|mt-sourorangejuice|mt-liquidoil|mt-Special-Vegetables|mt-cotyledons|mt-salt|mt-water
778,ملا قرمه,mt-tomatoes|mt-onion|mt-turmeric|mt-sourgrapejuice|mt-liquidoil|mt-blackpepper|mt-eggs|mt-driedmint|mt-eggplant|mt-garlic|mt-water|mt-salt
779,خورش سیب‌ زمینی,mt-salt|mt-beef|mt-walnut|mt-tomatopaste|mt-plum|mt-liquidoil|mt-turmeric|mt-scallion|mt-coriander|mt-potato|mt-korea|mt-blackpepper|mt-push|mt-water|mt-onion|mt-lemonjuice
780,کدوی سرکه و شیره,mt-turmeric|mt-blackpepper|mt-liquidoil|mt-grapejuice|mt-greensquash|mt-vinegar|mt-beef|mt-water|mt-onion|mt-salt
781,گوشت و نخود و اسفناج,mt-turmeric|mt-beef|mt-spinach|mt-omanilemon(amani)|mt-blackpepper|mt-salt|mt-onion|mt-pea|mt-water|mt-liquidoil
782,ماهی شیر پز,mt-onion|mt-salt|mt-dough|mt-turmeric|mt-blackpepper|mt-liquidoil|mt-fishfillet
783,باقالی خورش(باقالا قاتق),mt-water|mt-garlic|mt-Rashti-Beans|mt-blackpepper|mt-turmeric|mt-digger|mt-salt|mt-liquidoil|mt-eggs
784,گوشت و نخود (نخودآب),mt-onion|mt-potato|mt-whitebeans|mt-water|mt-liquidoil|mt-salt|mt-beef|mt-pea|mt-blackpepper|mt-tomatopaste
785,خورش لوبیا قرمز,mt-tomatoes|mt-salt|mt-onion|mt-blackpepper|mt-mincedmeat|mt-water|mt-turmeric|mt-redbeans|mt-liquidoil
786,خورش کنگر کرمانشاه,mt-ghoreh|mt-salt|mt-artichoke|mt-beef|mt-onion|mt-water|mt-turmeric|mt-tomatopaste|mt-liquidoil|mt-blackpepper|mt-cotyledons
787,خورش کدو حلوایی همدان,mt-squash|mt-onion|mt-blackpepper|mt-turmeric|mt-tomatopaste|mt-beef|mt-salt|mt-water|mt-liquidoil
788,عدسی با سیب زمینی,mt-onion|mt-blackpepper|mt-salt|mt-lentils|mt-potato|mt-angelica|mt-water|mt-liquidoil|mt-turmeric
789,بورانی پیاز,mt-salt|mt-yogurt|mt-onion|mt-coriander|mt-spicygreenpepper
790,دنده پلو,mt-ribmeat|mt-blackcumin|mt-turmeric|mt-onion|mt-salt|mt-water|mt-liquidoil|mt-saffron|mt-rice|mt-blackpepper
791,پاستا با سس قارچ و مرغ,mt-cowmilk|mt-salt|mt-garlic|mt-blackpepper|mt-liquidoil|mt-pasta|mt-chickenbreastmeat|mt-water|mt-mayonnaise|mt-whiteflour|mt-onion|mt-mustardsauce|mt-korea|mt-salt|mt-mushrooms|mt-cream
792,کوفته مرغ,mt-tomatopaste|mt-plumbukhara|mt-chickenbreastmeat|mt-water|mt-salt|mt-blackpepper|mt-raisins|mt-chickpeaflour|mt-salt|mt-blackpepper|mt-eggs|mt-onion|mt-walnut|mt-turmeric|mt-hotonions|mt-cinnamon|mt-jafari|mt-onion|mt-liquidoil|mt-turmeric
793,شامی کباب بروجردی,mt-digger|mt-fenugreek|mt-onion|mt-turmeric|mt-jafari|mt-chickpeaflour|mt-blackpepper|mt-mincedmeat|mt-liquidoil|mt-salt|mt-garlic|mt-torre|mt-coriander|mt-eggs
794,چای بهارنارنج,mt-blacktea|mt-honey|mt-Orange-Spring|mt-water
795,دلمه برگ مو ترکیه,mt-driedmint|mt-chilipepper|mt-tomatoes|mt-ghoreh|mt-almondslice|mt-hairleaf|mt-drieddill|mt-raisins|mt-blackpepper|mt-clove|mt-liquidoil|mt-onion|mt-driedtomato|mt-cinnamon|mt-sugar|mt-nutmeg|mt-salt|mt-lemonjuice
796,دلمه برگ مو ایران,mt-mincedmeat|mt-hairleaf|mt-ghoreh|mt-redpepper|mt-driedtomato|mt-onion|mt-liquidoil|mt-onion|mt-eggplantsalad|mt-chilipepper|mt-rice|mt-salt|mt-cotyledons|mt-turmeric|mt-water|mt-blackpepper|mt-garlic
797,قیمه به,mt-cinnamon|mt-cotyledons|mt-saffron|mt-to|mt-turmeric|mt-liquidoil|mt-lemonjuice|mt-sugar|mt-water|mt-beef|mt-salt|mt-blackpepper|mt-onion
798,خورش آلوچه همدان,mt-onion|mt-sourgrapejuice|mt-jafari|mt-blackpepper|mt-greentomato(plum)|mt-salt|mt-water|mt-turmeric|mt-mint|mt-beef|mt-liquidoil
799,شش انداز,mt-onion|mt-raisins|mt-dates|mt-grapejuice|mt-eggs|mt-liquidoil|mt-salt
800,فسنجان ماهی,mt-liquidoil|mt-water|mt-pomegranatepaste|mt-salt|mt-fishfillet|mt-walnut
801,آش انار,mt-breadcrumbflour|mt-mincedmeat|mt-liquidoil|mt-vegetableash|mt-turmeric|mt-onion|mt-halfgrainrice|mt-blackpepper|mt-liquidoil|mt-onion|mt-water|mt-pomegranatejuice|mt-salt|mt-cotyledons|mt-salt|mt-turmeric|mt-pomegranate|mt-blackpepper
802,ماهی شکم پر,mt-breadcrumbflour|mt-jafari|mt-walnut|mt-salt|mt-torre|mt-blackpepper|mt-salmon|mt-tarragon|mt-korea
803,سیرداغ,mt-salt|mt-turmeric|mt-garlic|mt-liquidoil
804,نعناداغ,mt-liquidoil|mt-driedmint|mt-turmeric
805,آش ترش گیلانی,mt-salt|mt-liquidoil|mt-garlic|mt-pomegranatepaste|mt-blackpepper|mt-lentils|mt-bean|mt-turmeric|mt-vegetableash|mt-pea|mt-water|mt-halfgrainrice|mt-pintobeans
806,آش زرشک خراسان شمالی,mt-angelica|mt-barberry|mt-salt|mt-turmeric|mt-barberryjuice|mt-cotyledons|mt-blackpepper|mt-vegetableash|mt-onion|mt-rice|mt-liquidoil|mt-water
807,آش شله ماشکی,mt-sesame|mt-blackcumin|mt-onion|mt-salt|mt-blackpepper|mt-turmeric|mt-mutton|mt-liquidoil|mt-mungbean|mt-cinnamon|mt-rice
808,آش عدس و بلغور,mt-wheatbulgur|mt-blackpepper|mt-driedmint|mt-liquidoil|mt-water|mt-potato|mt-meatextract|mt-lentils|mt-onion|mt-salt|mt-turmeric
809,آش ماست آذربایجان شرقی,mt-liquidoil|mt-blackpepper|mt-salt|mt-whey|mt-spinach|mt-pea|mt-turmeric|mt-pintobeans|mt-driedmint|mt-onion|mt-water|mt-wheatbulgur
810,آش هویج و بلغور,mt-mincedmeat|mt-pea|mt-water|mt-blackpepper|mt-whey|mt-carrot|mt-turmeric|mt-salt|mt-onion|mt-groats
811,آش اسفناج و گشنیز,mt-water|mt-lentils|mt-liquidoil|mt-salt|mt-rice|mt-aromaticherbs|mt-onion|mt-chickenextract
812,آش کلم برگ,mt-salt|mt-pintobeans|mt-whey|mt-whitecabbage|mt-rice|mt-liquidoil|mt-water|mt-carrot|mt-blackpepper|mt-vegetableash|mt-wheatbulgur|mt-turmeric|mt-garlic|mt-driedmint|mt-lentils|mt-onion|mt-pea
813,آش میوه,mt-walnut|mt-redpepper|mt-gravy.|mt-blackpepper|mt-cherries|mt-onion|mt-pea|mt-vegetableash|mt-lentils|mt-liquidoil|mt-grapejuice|mt-apricotleaf|mt-whitecabbage|mt-wheatbulgur|mt-turmeric|mt-rice|mt-driedmint|mt-applecidervinegar|mt-water|mt-salt|mt-plum
814,دیشلیق آشی (آش دندونی),mt-salt|mt-walnut|mt-korea|mt-wheat|mt-onion|mt-pistachioslice|mt-pea|mt-water|mt-almondslice|mt-raisins|mt-liquidoil|mt-cinnamon
815,آش جعفری و گوجه فرنگی,mt-spicygreenpepper|mt-groats|mt-redbeans|mt-rice|mt-water|mt-tomatopaste|mt-gravy.|mt-jafari|mt-lemon|mt-torre|mt-liquidoil|mt-gravy.|mt-redpepper|mt-onion|mt-tomatoes|mt-turmeric|mt-salt
816,آش دوغ ارومیه,mt-cabbage|mt-dough|mt-whiteflour|mt-vegetableash|mt-spicygreenpepper|mt-eggs|mt-salt|mt-water|mt-pea|mt-redpepper|mt-groats
817,یارما شورباسی,mt-liquidoil|mt-tomatopaste|mt-redbeans|mt-onion|mt-greenbeans|mt-driedtomato|mt-salt|mt-water|mt-potato|mt-groats|mt-aromaticherbs|mt-blackpepper|mt-to|mt-eggplant|mt-turmeric|mt-okra|mt-ghoreh|mt-rice
818,آش شولی اصفهان,mt-applecidervinegar|mt-salt|mt-driedmint|mt-water|mt-onion|mt-vegetableash|mt-turmeric|mt-whiteflour|mt-liquidoil|mt-lentils
819,آش لعابی,mt-turmeric|mt-onion|mt-wheatbulgur|mt-water|mt-salt|mt-beef|mt-blackpepper|mt-liquidoil|mt-whitebeans
820,آماج اسفناج,mt-squash|mt-salt|mt-spinach|mt-whiteflour|mt-water|mt-blackpepper|mt-turmeric
821,آماج کدو,mt-squash|mt-digger|mt-water|mt-salt|mt-torre|mt-whiteflour|mt-coriander|mt-blackpepper|mt-jafari|mt-turmeric
822,شوروا یا شوربا اصفهان,mt-mincedmeat|mt-spinach|mt-mungbean|mt-turmeric|mt-blackpepper|mt-salt|mt-liquidoil|mt-water|mt-halfgrainrice|mt-onion
823,آش گوشت بوشهری,mt-salt|mt-redbeans|mt-turmeric|mt-liquidoil|mt-beef|mt-water|mt-onion|mt-vegetableash|mt-blackpepper|mt-rice
824,شله گندمی,mt-fishfillet|mt-turmeric|mt-liquidoil|mt-salt|mt-garlic|mt-wheatbulgur|mt-vegetableash|mt-onion|mt-water|mt-blackpepper|mt-omanilemon(amani)
825,قلیه دزفولی,mt-indiansour|mt-plum|mt-salt|mt-turmeric|mt-pomegranatepaste|mt-garlic|mt-cowpeabeans|mt-rice|mt-driedmint|mt-wheatbulgur|mt-beef|mt-blackpepper|mt-onion|mt-water|mt-liquidoil|mt-pea
826,آش ترش زنجان,mt-lentils|mt-apricotleaf|mt-blackpepper|mt-onion|mt-turnip|mt-spinach|mt-turmeric|mt-salt|mt-grapejuice|mt-carrot|mt-mincedmeat|mt-redbeetroot|mt-vinegar|mt-water|mt-liquidoil|mt-potato
827,آش وگره,mt-turmeric|mt-cowpeabeans|mt-lentils|mt-blackpepper|mt-onion|mt-vegetableash|mt-whiteflour|mt-water|mt-liquidoil|mt-salt
